firm_id,year,tinh,nganh_kd,firm_ownership,soe,private,fdi,ma_thue,region,big_city,firmage,Output,Labor,Capital,Leverage,Wage,Size,lnOutput,lnLabor,lnCapital,lnWage,lnSize,lnVA,lnSales,VA,equity,export,import
3600656374,2012,75,31001,2.0,0.0,1.0,0.0,3600656374.0,North Southeast,0.0,9.0,16621.0,75,7774.0,0.6724463701248169,50.13333511352539,5825.0,9.71842223507111,4.31748811353631,8.958540111412168,3.9146861583567794,8.669914278433902,8.274866820685254,9.71842223507111,3924.0,1908.0,,
3600656374,2013,75,31001,2.0,0.0,1.0,0.0,3600656374.0,North Southeast,0.0,10.0,12450.0,62,8171.0,0.7476400136947632,44.32352828979492,6356.0,9.429475901892854,4.127134385045092,9.008346579384707,3.7915156486971466,8.757154527656606,8.12740456269308,9.429475901892854,3386.0,1604.0,,
3600657459,2012,75,31001,2.0,0.0,1.0,0.0,3600657459.0,North Southeast,0.0,10.0,27433.0,105,16951.0,0.7983871102333069,57.13846206665039,24800.0,10.219501947254944,4.653960350157523,9.738082108118487,4.04547748126103,10.118598932153073,8.937087036176523,10.219501947254944,7609.0,5000.0,,
3600657459,2013,75,31001,2.0,0.0,1.0,0.0,3600657459.0,North Southeast,0.0,11.0,40134.0,117,21236.0,0.84083491563797,62.649349212646484,27883.0,10.599979134346462,4.762173934797756,9.963453133703561,4.13755329362087,10.23577246310278,9.030016817844901,10.599979134346462,8350.0,4438.0,,
3600657459,2014,75,31001,2.0,0.0,1.0,0.0,3600657459.0,North Southeast,0.0,12.0,52382.0,184,23322.0,0.6448626518249512,105.4117660522461,26570.0,10.86631829984518,5.214935757608986,10.057152400080279,4.657874262251084,10.187538038753859,9.813015649372053,10.86631829984518,18270.0,9436.0,,76644.0
3600658653,2012,75,31001,2.0,0.0,1.0,0.0,3600658653.0,North Southeast,0.0,8.0,71446.0,441,26926.0,0.7547968029975891,46.018943786621094,32626.0,11.176697198585856,6.089044875446846,10.20084764153918,3.829053133162201,10.392864795496248,9.867704922396356,11.176697198585856,19297.0,8000.0,,
3600658653,2013,75,31001,2.0,0.0,1.0,0.0,3600658653.0,North Southeast,0.0,9.0,97165.0,423,36577.0,0.6597723960876465,43.12036895751953,42789.0,11.484165843298804,6.0473721790462776,10.507174906553255,3.763995483092881,10.664036339191531,9.939964119346145,11.484165843298804,20743.0,14558.0,,
3600658653,2014,75,31001,2.0,0.0,1.0,0.0,3600658653.0,North Southeast,0.0,10.0,117275.0,418,45951.0,0.5063372850418091,5.445929527282715,43236.0,11.672276883196659,6.035481432524756,10.735330890332664,1.6948684538965813,10.674428760536093,8.671115273688494,11.672276883196659,5832.0,21344.0,,
3600658653,2015,75,31001,2.0,0.0,1.0,0.0,3600658653.0,North Southeast,0.0,11.0,168133.0,514,71959.0,0.5869215726852417,73.34898376464844,66537.0,12.032510611849297,6.2422232654551655,11.183851791358684,4.295228649886995,11.10551346289332,10.582358308177264,12.032510611849297,39433.0,27485.0,,
3600658653,2016,75,31001,2.0,0.0,1.0,0.0,3600658653.0,North Southeast,0.0,12.0,144621.0,515,163811.0,0.4995163083076477,55.0970458984375,67191.0,11.881871806377973,6.244166900663736,12.006468603213461,4.009096101263132,11.115294588970581,10.617147892218444,11.881871806377973,40829.0,33628.0,,
3600658653,2017,75,31001,2.0,0.0,1.0,0.0,3600658653.0,North Southeast,0.0,13.0,139617.0,395,82710.0,0.6395487189292908,71.74177551269531,83229.0,11.84665823840055,5.978885764901122,11.323095792685953,4.273073221068792,11.329351123769488,10.541280572963995,11.84665823840055,37846.0,30000.0,4756.0,0.0
3600658653,2018,75,31001,2.0,0.0,1.0,0.0,3600658653.0,North Southeast,0.0,14.0,202810.0,395,94681.0,0.5948619842529297,100.69620513916016,91242.0,12.220024859148177,5.978885764901122,11.458268625464836,4.612108114199731,11.421270596368513,10.82911456538727,12.220024859148177,50469.0,36965.6,8760.0,
3600666679,2012,75,31001,3.0,0.0,0.0,1.0,3600666679.0,North Southeast,0.0,9.0,1261822.0,3453,914986.0,0.5398662686347961,74.21874237060547,624764.0,14.048067266176583,8.146998697389993,13.726664043594155,4.307016710872957,13.345129257409708,12.880564390517815,14.048067266176583,392607.0,287475.0,,
3600666679,2013,75,31001,3.0,0.0,0.0,1.0,3600666679.0,North Southeast,0.0,10.0,1191794.0,3123,974743.0,0.5077692270278931,57.817237854003906,682694.0,13.990970292880597,8.046549357283078,13.789929125490513,4.057286963984013,13.433802014734384,12.60274252206772,13.990970292880597,297373.0,336043.0,,19646.0
3600666679,2014,75,31001,,0.0,0.0,0.0,3600666679.0,North Southeast,0.0,11.0,1159916.0,3127,1055790.0,0.40153640508651733,74.32044219970703,626394.0,13.96385814666744,8.047829357457841,13.869799859835986,4.308386044430119,13.347734845068794,12.747829915164283,13.96385814666744,343805.0,374874.0,,14706.0
